15,0.5,10,0.1,259.5756373,153.0443989,1910.24,194.2331136
15,0.5,10,0.3,715.782725,356.8023065,2251.22,121.7954498
15,0.5,10,0.5,1803.344718,737.2983071,2568.22,112.3026785
15,0.5,25,0.1,115.7835422,68.11590739,1782.26,163.7461218
15,0.5,25,0.3,355.0857854,234.6273834,2248.96,141.6337474
15,0.5,25,0.5,1065.862073,559.4503319,2520.08,100.4111229
15,0.5,40,0.1,178.3369299,195.147846,1149.78,147.495802
15,0.5,40,0.3,433.6111836,486.5693222,1342.78,117.3773896
15,0.5,40,0.5,1365.566978,1048.16868,1502.5,69.16624899
15,0.6,10,0.1,87.93909546,62.87709083,1609.32,177.3422048
15,0.6,10,0.3,286.8010418,226.448205,2095.72,173.3165936
15,0.6,10,0.5,988.0586501,624.2174377,2472.98,138.1378283
15,0.6,25,0.1,61.90734552,48.89664621,1562.98,131.5949072
15,0.6,25,0.3,184.9635676,158.8991872,2023.2,154.3127992
15,0.6,25,0.5,753.0354122,545.5038672,2365.66,101.532578
15,0.6,40,0.1,66.70926383,65.7005687,970.94,125.4931727
15,0.6,40,0.3,181.2128107,241.3031164,1199.94,139.556499
15,0.6,40,0.5,778.2100811,913.0667634,1411.36,98.40482915
15,0.7,10,0.1,44.51644842,33.33699445,1471.02,168.5069126
15,0.7,10,0.3,140.0337223,94.53679876,1977.14,200.0109007
15,0.7,10,0.5,556.8252614,375.6917904,2548.4,185.6298467
15,0.7,25,0.1,28.40756121,25.98059438,1473.2,133.4253349
15,0.7,25,0.3,79.36913845,74.61973616,1924.02,163.6836571
15,0.7,25,0.5,271.2601475,287.6668485,2382.82,133.2085117
15,0.7,40,0.1,70.44334419,43.00856513,957.08,112.3885831
15,0.7,40,0.3,140.9470931,125.4033771,1160.58,139.844784
15,0.7,40,0.5,446.4834814,553.4631534,1410.02,119.5995803
20,0.5,10,0.1,134.9928593,122.3964638,1194.34,153.853906
20,0.5,10,0.3,544.5740018,496.8584239,1566.76,118.7170687
20,0.5,10,0.5,2739.979817,1205.853462,1736.56,79.99578989
20,0.5,25,0.1,63.78358963,60.16191207,1151.5,149.4298832
20,0.5,25,0.3,183.6200621,202.7462184,1504.48,169.67289
20,0.5,25,0.5,822.469924,768.6348777,1898.06,157.1275164
20,0.5,40,0.1,46.93629118,21.50932377,697.48,61.93649651
20,0.5,40,0.3,218.6761832,231.4651278,899.8,81.73371397
20,0.5,40,0.5,1793.788506,1243.600849,1090,53.56342035
20,0.6,10,0.1,48.98146317,69.01646369,1000.64,159.0576952
20,0.6,10,0.3,196.6207441,239.8108615,1460.04,209.0597962
20,0.6,10,0.5,777.0778993,680.3689044,1913.62,152.9527888
20,0.6,25,0.1,24.02966313,27.79496076,976.22,116.4900494
20,0.6,25,0.3,78.28842027,110.0906114,1282.24,148.9936321
20,0.6,25,0.5,418.2623802,483.5944328,1653.14,158.1580235
20,0.6,40,0.1,27.02463673,15.91508434,577.62,58.26247163
20,0.6,40,0.3,69.38180483,72.54437948,779.22,95.11893397
20,0.6,40,0.5,548.3060136,567.9459042,980.16,88.64296024
20,0.7,10,0.1,33.47405136,34.93293925,996,131.9733306
20,0.7,10,0.3,95.21187713,104.2818425,1359.82,194.5786926
20,0.7,10,0.5,337.4059025,337.1014456,1810.42,186.746683
20,0.7,25,0.1,12.59813192,12.25433133,982.24,104.0675857
20,0.7,25,0.3,36.17697936,51.51742468,1285.36,151.7510804
20,0.7,25,0.5,162.394207,202.6435348,1658,181.3594221
20,0.7,40,0.1,19.52381149,8.883595889,590.42,48.36531402
20,0.7,40,0.3,27.82953382,17.38138456,721.1,69.84590181
20,0.7,40,0.5,121.0803927,131.2151638,933.18,85.97178374
25,0.5,10,0.1,31.2220379,19.40491582,839.7,116.6924591
25,0.5,10,0.3,103.6521872,101.8209846,1170.88,184.5439395
25,0.5,10,0.5,421.6706931,403.6170696,1559.82,194.786518
25,0.5,25,0.1,16.46809727,8.615335991,785.02,86.40011343
25,0.5,25,0.3,38.65849133,25.77861861,1057.86,132.6601689
25,0.5,25,0.5,189.9206534,182.1461836,1349.06,152.7437606
25,0.5,40,0.1,37.72506606,18.14642691,525.22,57.53304789
25,0.5,40,0.3,70.5944159,26.55677589,658.36,68.16091549
25,0.5,40,0.5,207.0280803,157.184148,836.54,78.37096656
25,0.6,10,0.1,17.34312251,10.68285566,771.2,89.27530454
25,0.6,10,0.3,58.78459075,85.25619893,1079.98,154.2961425
25,0.6,10,0.5,395.1996157,491.1224361,1496.86,190.3822481
25,0.6,25,0.1,9.809503763,4.835979356,712.26,75.38058371
25,0.6,25,0.3,22.73805513,11.70319406,951.88,103.713382
25,0.6,25,0.5,122.7304349,163.9942977,1225.6,124.4546504
25,0.6,40,0.1,24.26447093,13.70748764,475.42,54.31430383
25,0.6,40,0.3,38.90969803,19.27329122,584.24,59.99251953
25,0.6,40,0.5,97.38247694,51.67053258,768.28,84.69263014
25,0.7,10,0.1,9.952155944,10.30699744,698.02,81.62021563
25,0.7,10,0.3,42.6644504,85.74955283,958.18,145.2160721
25,0.7,10,0.5,439.0107501,589.4437439,1385.4,147.3510095
25,0.7,25,0.1,5.07170052,3.316647302,671,60.37449793
25,0.7,25,0.3,11.43493332,6.712391145,881.78,86.15666892
25,0.7,25,0.5,69.53517271,127.4149709,1143.06,128.6684748
25,0.7,40,0.1,21.4029631,12.35492318,434.04,41.88553927
25,0.7,40,0.3,34.40823579,25.01063444,541.26,64.82894724
25,0.7,40,0.5,264.7601171,239.4133508,793.94,116.0545406
